time, device, OryConc, CPUTemp, SensorTemp, 
11:56:28, position 3, 730, , , 
11:56:29, position 2, 790, , , 
11:56:33, position 3, 790, , , 
11:56:34, position 2, 850, , , 
11:56:39, position 3, 850, , , 
11:56:39, position 2, 910, , , 
11:56:44, position 3, 910, , , 
11:56:44, position 2, 70, , , 
11:56:49, position 3, 70, , , 
11:56:49, position 2, 130, , , 
11:56:54, position 3, 130, , , 
11:56:54, position 2, 190, , , 
11:56:59, position 3, 190, , , 
11:56:59, position 2, 250, , , 
11:57:04, position 3, 250, , , 
11:57:05, position 2, 310, , , 
11:57:09, position 3, 310, , , 
11:57:10, position 2, 370, , , 
11:57:14, position 3, 370, , , 
11:57:15, position 2, 430, , , 
11:57:19, position 3, 430, , , 
11:57:20, position 2, 490, , , 
11:57:24, position 3, 490, , , 
11:57:25, position 2, 550, , , 
11:57:29, position 3, 550, , , 
11:57:30, position 2, 610, , , 
11:57:34, position 3, 610, , , 
11:57:35, position 2, 670, , , 
11:57:40, position 3, 670, , , 
11:57:40, position 2, 730, , , 
11:57:45, position 3, 730, , , 
11:57:45, position 2, 790, , , 
11:57:50, position 3, 790, , , 
11:57:50, position 2, 850, , , 
11:57:55, position 3, 850, , , 
11:57:55, position 2, 910, , , 
11:58:00, position 3, 910, , , 
11:58:00, position 2, 70, , , 
11:58:05, position 3, 70, , , 
11:58:06, position 2, 130, , , 
11:58:10, position 3, 130, , , 
11:58:11, position 2, 190, , , 
11:58:15, position 3, 190, , , 
11:58:16, position 2, 250, , , 
11:58:20, position 3, 250, , , 
11:58:21, position 2, 310, , , 
11:58:25, position 3, 310, , , 
11:58:26, position 2, 370, , , 
11:58:30, position 3, 370, , , 
11:58:31, position 2, 430, , , 
11:58:36, position 3, 430, , , 
11:58:36, position 2, 490, , , 
11:58:41, position 3, 490, , , 
11:58:41, position 2, 550, , , 
11:58:46, position 3, 550, , , 
11:58:46, position 2, 610, , , 
11:58:51, position 3, 610, , , 
11:58:51, position 2, 670, , , 
11:58:56, position 3, 670, , , 
11:58:56, position 2, 730, , , 
11:59:01, position 3, 730, , , 
11:59:02, position 2, 790, , , 
11:59:06, position 3, 790, , , 
11:59:07, position 2, 850, , , 
11:59:11, position 3, 850, , , 
11:59:12, position 2, 910, , , 
11:59:16, position 3, 910, , , 
11:59:17, position 2, 70, , , 
11:59:21, position 3, 70, , , 
11:59:22, position 2, 130, , , 
11:59:26, position 3, 130, , , 
11:59:27, position 2, 190, , , 
11:59:32, position 3, 190, , , 
11:59:32, position 2, 250, , , 
11:59:37, position 3, 250, , , 
11:59:37, position 2, 310, , , 
11:59:42, position 3, 310, , , 
11:59:42, position 2, 370, , , 
11:59:47, position 3, 370, , , 
11:59:47, position 2, 430, , , 
11:59:52, position 3, 430, , , 
11:59:52, position 2, 490, , , 
11:59:57, position 3, 490, , , 
11:59:58, position 2, 550, , , 
12:00:02, position 3, 550, , , 
12:00:03, position 2, 610, , , 
12:00:07, position 3, 610, , , 
12:00:08, position 2, 670, , , 
12:00:12, position 3, 670, , , 
12:00:13, position 2, 730, , , 
12:00:17, position 3, 730, , , 
12:00:18, position 2, 790, , , 
12:00:22, position 3, 790, , , 
12:00:23, position 2, 850, , , 
12:00:27, position 3, 850, , , 
12:00:28, position 2, 910, , , 
12:00:33, position 3, 910, , , 
12:00:33, position 2, 70, , , 
12:00:38, position 3, 70, , , 
12:00:38, position 2, 130, , , 
12:00:43, position 3, 130, , , 
12:00:43, position 2, 190, , , 
12:00:48, position 3, 190, , , 
12:00:48, position 2, 250, , , 
12:00:53, position 3, 250, , , 
12:00:53, position 2, 310, , , 
12:00:58, position 3, 310, , , 
12:00:59, position 2, 370, , , 
12:01:03, position 3, 370, , , 
12:01:04, position 2, 430, , , 
12:01:08, position 3, 430, , , 
12:01:09, position 2, 490, , , 
12:01:13, position 3, 490, , , 
12:01:14, position 2, 550, , , 
12:01:18, position 3, 550, , , 
12:01:19, position 2, 610, , , 
12:01:23, position 3, 610, , , 
12:01:24, position 2, 670, , , 
12:01:28, position 3, 670, , , 
12:01:29, position 2, 730, , , 
12:01:34, position 3, 730, , , 
12:01:34, position 2, 790, , , 
12:01:39, position 3, 790, , , 
12:01:39, position 2, 850, , , 
12:01:44, position 3, 850, , , 
12:01:44, position 2, 910, , , 
12:01:49, position 3, 910, , , 
12:01:49, position 2, 70, , , 
12:01:54, position 3, 70, , , 
12:01:54, position 2, 130, , , 
12:01:59, position 3, 130, , , 
12:02:00, position 2, 190, , , 
12:02:04, position 3, 190, , , 
12:02:05, position 2, 250, , , 
12:02:09, position 3, 250, , , 
12:02:10, position 2, 310, , , 
12:02:14, position 3, 310, , , 
12:02:15, position 2, 370, , , 
12:02:19, position 3, 370, , , 
12:02:20, position 2, 430, , , 
12:02:24, position 3, 430, , , 
12:02:25, position 2, 490, , , 
12:02:29, position 3, 490, , , 
12:02:30, position 2, 550, , , 
12:02:35, position 3, 550, , , 
12:02:35, position 2, 610, , , 
12:02:40, position 3, 610, , , 
12:02:40, position 2, 670, , , 
12:02:45, position 3, 670, , , 
12:02:45, position 2, 730, , , 
12:02:50, position 3, 730, , , 
12:02:50, position 2, 790, , , 
12:02:55, position 3, 790, , , 
12:02:55, position 2, 850, , , 
12:03:00, position 3, 850, , , 
12:03:01, position 2, 910, , , 
12:03:05, position 3, 910, , , 
12:03:06, position 2, 70, , , 
12:03:10, position 3, 70, , , 
12:03:11, position 2, 130, , , 
12:03:15, position 3, 130, , , 
12:03:16, position 2, 190, , , 
12:03:20, position 3, 190, , , 
12:03:21, position 2, 250, , , 
12:03:25, position 3, 250, , , 
12:03:26, position 2, 310, , , 
12:03:30, position 3, 310, , , 
12:03:31, position 2, 370, , , 
12:03:36, position 3, 370, , , 
12:03:36, position 2, 430, , , 
12:03:41, position 3, 430, , , 
12:03:41, position 2, 490, , , 
12:03:46, position 3, 490, , , 
12:03:46, position 2, 550, , , 
12:03:51, position 3, 550, , , 
12:03:51, position 2, 610, , , 
12:03:56, position 3, 610, , , 
12:03:56, position 2, 670, , , 
12:04:01, position 3, 670, , , 
12:04:01, position 2, 730, , , 
12:04:06, position 3, 730, , , 
12:04:07, position 2, 790, , , 
12:04:11, position 3, 790, , , 
12:04:12, position 2, 850, , , 
12:04:16, position 3, 850, , , 
12:04:17, position 2, 910, , , 
12:04:21, position 3, 910, , , 
12:04:22, position 2, 70, , , 
12:04:26, position 3, 70, , , 
12:04:27, position 2, 130, , , 
12:04:31, position 3, 130, , , 
12:04:32, position 2, 190, , , 
12:04:36, position 3, 190, , , 
12:04:37, position 2, 250, , , 
12:04:42, position 3, 250, , , 
12:04:42, position 2, 310, , , 
12:04:47, position 3, 310, , , 
12:04:47, position 2, 370, , , 
12:04:52, position 3, 370, , , 
12:04:52, position 2, 430, , , 
12:04:57, position 3, 430, , , 
12:04:57, position 2, 490, , , 
12:05:02, position 3, 490, , , 
12:05:03, position 2, 550, , , 
12:05:07, position 3, 550, , , 
12:05:08, position 2, 610, , , 
12:05:12, position 3, 610, , , 
12:05:13, position 2, 670, , , 
12:05:17, position 3, 670, , , 
12:05:18, position 2, 730, , , 
12:05:22, position 3, 730, , , 
12:05:23, position 2, 790, , , 
12:05:27, position 3, 790, , , 
12:05:28, position 2, 850, , , 
12:05:32, position 3, 850, , , 
12:05:33, position 2, 910, , , 
12:05:37, position 3, 910, , , 
12:05:38, position 2, 70, , , 
12:05:43, position 3, 70, , , 
12:05:43, position 2, 130, , , 
12:05:48, position 3, 130, , , 
12:05:48, position 2, 190, , , 
12:05:53, position 3, 190, , , 
12:05:53, position 2, 250, , , 
12:05:58, position 3, 250, , , 
12:05:58, position 2, 310, , , 
12:06:03, position 3, 310, , , 
12:06:04, position 2, 370, , , 
12:06:08, position 3, 370, , , 
12:06:09, position 2, 430, , , 
12:06:13, position 3, 430, , , 
12:06:14, position 2, 490, , , 
12:06:18, position 3, 490, , , 
12:06:19, position 2, 550, , , 
12:06:23, position 3, 550, , , 
12:06:24, position 2, 610, , , 
12:06:28, position 3, 610, , , 
12:06:29, position 2, 670, , , 
12:06:33, position 3, 670, , , 
12:06:34, position 2, 730, , , 
12:06:38, position 3, 730, , , 
12:06:39, position 2, 790, , , 
12:06:44, position 3, 790, , , 
12:06:44, position 2, 850, , , 
12:06:49, position 3, 850, , , 
12:06:49, position 2, 910, , , 
12:06:54, position 3, 910, , , 
12:06:54, position 2, 70, , , 
12:06:59, position 3, 70, , , 
12:06:59, position 2, 130, , , 
12:07:04, position 3, 130, , , 
12:07:05, position 2, 190, , , 
12:07:09, position 3, 190, , , 
12:07:10, position 2, 250, , , 
12:07:14, position 3, 250, , , 
12:07:15, position 2, 310, , , 
12:07:19, position 3, 310, , , 
12:07:20, position 2, 370, , , 
12:07:24, position 3, 370, , , 
12:07:25, position 2, 430, , , 
12:07:29, position 3, 430, , , 
12:07:30, position 2, 490, , , 
12:07:34, position 3, 490, , , 
12:07:35, position 2, 550, , , 
12:07:40, position 3, 550, , , 
12:07:40, position 2, 610, , , 
12:07:45, position 3, 610, , , 
12:07:45, position 2, 670, , , 
12:07:50, position 3, 670, , , 
12:07:50, position 2, 730, , , 
12:07:55, position 3, 730, , , 
12:07:55, position 2, 790, , , 
12:08:00, position 3, 790, , , 
12:08:00, position 2, 850, , , 
12:08:05, position 3, 850, , , 
12:08:06, position 2, 910, , , 
12:08:10, position 3, 910, , , 
12:08:11, position 2, 70, , , 
12:08:15, position 3, 70, , , 
12:08:16, position 2, 130, , , 
12:08:20, position 3, 130, , , 
12:08:21, position 2, 190, , , 
12:08:25, position 3, 190, , , 
12:08:26, position 2, 250, , , 
12:08:30, position 3, 250, , , 
12:08:31, position 2, 310, , , 
12:08:35, position 3, 310, , , 
12:08:36, position 2, 370, , , 
12:08:41, position 3, 370, , , 
12:08:41, position 2, 430, , , 
12:08:46, position 3, 430, , , 
12:08:46, position 2, 490, , , 
12:08:51, position 3, 490, , , 
12:08:51, position 2, 550, , , 
12:08:56, position 3, 550, , , 
12:08:56, position 2, 610, , , 
12:09:01, position 3, 610, , , 
12:09:02, position 2, 670, , , 
12:09:06, position 3, 670, , , 
12:09:07, position 2, 730, , , 
12:09:11, position 3, 730, , , 
12:09:12, position 2, 790, , , 
12:09:16, position 3, 790, , , 
12:09:17, position 2, 850, , , 
12:09:21, position 3, 850, , , 
12:09:22, position 2, 910, , , 
12:09:26, position 3, 910, , , 
12:09:27, position 2, 70, , , 
12:09:31, position 3, 70, , , 
12:09:32, position 2, 130, , , 
12:09:36, position 3, 130, , , 
12:09:37, position 2, 190, , , 
12:09:42, position 3, 190, , , 
12:09:42, position 2, 250, , , 
12:09:47, position 3, 250, , , 
12:09:47, position 2, 310, , , 
12:09:52, position 3, 310, , , 
12:09:52, position 2, 370, , , 
12:09:57, position 3, 370, , , 
12:09:57, position 2, 430, , , 
12:10:02, position 3, 430, , , 
12:10:03, position 2, 490, , , 
12:10:07, position 3, 490, , , 
12:10:08, position 2, 550, , , 
12:10:12, position 3, 550, , , 
12:10:13, position 2, 610, , , 
12:10:17, position 3, 610, , , 
12:10:18, position 2, 670, , , 
12:10:22, position 3, 670, , , 
12:10:23, position 2, 730, , , 
12:10:27, position 3, 730, , , 
12:10:28, position 2, 790, , , 
12:10:32, position 3, 790, , , 
12:10:33, position 2, 850, , , 
12:10:37, position 3, 850, , , 
12:10:38, position 2, 910, , , 
12:10:43, position 3, 910, , , 
12:10:43, position 2, 70, , , 
12:10:48, position 3, 70, , , 
12:10:48, position 2, 130, , , 
12:10:53, position 3, 130, , , 
12:10:53, position 2, 190, , , 
12:10:58, position 3, 190, , , 
12:10:58, position 2, 250, , , 
12:11:03, position 3, 250, , , 
12:11:04, position 2, 310, , , 
12:11:08, position 3, 310, , , 
12:11:09, position 2, 370, , , 
12:11:13, position 3, 370, , , 
12:11:14, position 2, 430, , , 
12:11:18, position 3, 430, , , 
12:11:19, position 2, 490, , , 
12:11:23, position 3, 490, , , 
12:11:24, position 2, 550, , , 
12:11:28, position 3, 550, , , 
12:11:29, position 2, 610, , , 
12:11:33, position 3, 610, , , 
12:11:34, position 2, 670, , , 
12:11:39, position 3, 670, , , 
12:11:39, position 2, 730, , , 
12:11:44, position 3, 730, , , 
12:11:44, position 2, 790, , , 
12:11:49, position 3, 790, , , 
12:11:49, position 2, 850, , , 
12:11:54, position 3, 850, , , 
12:11:54, position 2, 910, , , 
12:11:59, position 3, 910, , , 
12:12:00, position 2, 70, , , 
12:12:04, position 3, 70, , , 
12:12:05, position 2, 130, , , 
12:12:09, position 3, 130, , , 
12:12:10, position 2, 190, , , 
12:12:14, position 3, 190, , , 
12:12:15, position 2, 250, , , 
12:12:19, position 3, 250, , , 
12:12:20, position 2, 310, , , 
12:12:24, position 3, 310, , , 
12:12:25, position 2, 370, , , 
12:12:29, position 3, 370, , , 
12:12:30, position 2, 430, , , 
12:12:34, position 3, 430, , , 
12:12:35, position 2, 490, , , 
12:12:40, position 3, 490, , , 
12:12:40, position 2, 550, , , 
12:12:45, position 3, 550, , , 
12:12:45, position 2, 610, , , 
12:12:50, position 3, 610, , , 
12:12:50, position 2, 670, , , 
12:12:55, position 3, 670, , , 
12:12:55, position 2, 730, , , 
12:13:00, position 3, 730, , , 
12:13:01, position 2, 790, , , 
12:13:05, position 3, 790, , , 
12:13:06, position 2, 850, , , 
12:13:10, position 3, 850, , , 
12:13:11, position 2, 910, , , 
12:13:15, position 3, 910, , , 
12:13:16, position 2, 70, , , 
12:13:20, position 3, 70, , , 
12:13:21, position 2, 130, , , 
12:13:25, position 3, 130, , , 
12:13:26, position 2, 190, , , 
12:13:30, position 3, 190, , , 
12:13:31, position 2, 250, , , 
12:13:35, position 3, 250, , , 
12:13:36, position 2, 310, , , 
12:13:41, position 3, 310, , , 
12:13:41, position 2, 370, , , 
12:13:46, position 3, 370, , , 
12:13:46, position 2, 430, , , 
12:13:51, position 3, 430, , , 
12:13:51, position 2, 490, , , 
12:13:56, position 3, 490, , , 
12:13:56, position 2, 550, , , 
12:14:01, position 3, 550, , , 
12:14:02, position 2, 610, , , 
12:14:06, position 3, 610, , , 
12:14:07, position 2, 670, , , 
12:14:11, position 3, 670, , , 
12:14:12, position 2, 730, , , 
12:14:16, position 3, 730, , , 
12:14:17, position 2, 790, , , 
12:14:21, position 3, 790, , , 
12:14:22, position 2, 850, , , 
12:14:26, position 3, 850, , , 
12:14:27, position 2, 910, , , 
12:14:31, position 3, 910, , , 
12:14:32, position 2, 70, , , 
12:14:36, position 3, 70, , , 
12:14:37, position 2, 130, , , 
12:14:42, position 3, 130, , , 
12:14:42, position 2, 190, , , 
12:14:47, position 3, 190, , , 
12:14:47, position 2, 250, , , 
12:14:52, position 3, 250, , , 
12:14:52, position 2, 310, , , 
12:14:57, position 3, 310, , , 
12:14:58, position 2, 370, , , 
12:15:02, position 3, 370, , , 
12:15:03, position 2, 430, , , 
12:15:07, position 3, 430, , , 
12:15:08, position 2, 490, , , 
12:15:12, position 3, 490, , , 
12:15:13, position 2, 550, , , 
12:15:17, position 3, 550, , , 
12:15:18, position 2, 610, , , 
12:15:22, position 3, 610, , , 
12:15:23, position 2, 670, , , 
12:15:27, position 3, 670, , , 
12:15:28, position 2, 730, , , 
12:15:32, position 3, 730, , , 
12:15:33, position 2, 790, , , 
12:15:38, position 3, 790, , , 
12:15:38, position 2, 850, , , 
12:15:43, position 3, 850, , , 
12:15:43, position 2, 910, , , 
12:15:48, position 3, 910, , , 
12:15:48, position 2, 70, , , 
12:15:53, position 3, 70, , , 
12:15:53, position 2, 130, , , 
12:15:58, position 3, 130, , , 
12:15:59, position 2, 190, , , 
12:16:03, position 3, 190, , , 
12:16:04, position 2, 250, , , 
12:16:08, position 3, 250, , , 
12:16:09, position 2, 310, , , 
12:16:13, position 3, 310, , , 
12:16:14, position 2, 370, , , 
12:16:18, position 3, 370, , , 
12:16:19, position 2, 430, , , 
12:16:23, position 3, 430, , , 
12:16:24, position 2, 490, , , 
12:16:28, position 3, 490, , , 
12:16:29, position 2, 550, , , 
12:16:33, position 3, 550, , , 
12:16:34, position 2, 610, , , 
12:16:39, position 3, 610, , , 
12:16:39, position 2, 670, , , 
12:16:44, position 3, 670, , , 
12:16:44, position 2, 730, , , 
12:16:49, position 3, 730, , , 
12:16:49, position 2, 790, , , 
12:16:54, position 3, 790, , , 
12:16:55, position 2, 850, , , 
12:16:59, position 3, 850, , , 
12:17:00, position 2, 910, , , 
12:17:04, position 3, 910, , , 
12:17:05, position 2, 70, , , 
12:17:09, position 3, 70, , , 
12:17:10, position 2, 130, , , 
12:17:14, position 3, 130, , , 
12:17:15, position 2, 190, , , 
12:17:19, position 3, 190, , , 
12:17:20, position 2, 250, , , 
12:17:24, position 3, 250, , , 
12:17:25, position 2, 310, , , 
12:17:29, position 3, 310, , , 
12:17:30, position 2, 370, , , 
12:17:34, position 3, 370, , , 
12:17:35, position 2, 430, , , 
12:17:40, position 3, 430, , , 
12:17:40, position 2, 490, , , 
12:17:45, position 3, 490, , , 
12:17:45, position 2, 550, , , 
12:17:50, position 3, 550, , , 
12:17:50, position 2, 610, , , 
12:17:55, position 3, 610, , , 
12:17:56, position 2, 670, , , 
12:18:00, position 3, 670, , , 
12:18:01, position 2, 730, , , 
12:18:05, position 3, 730, , , 
12:18:06, position 2, 790, , , 
12:18:10, position 3, 790, , , 
12:18:11, position 2, 850, , , 
12:18:15, position 3, 850, , , 
12:18:16, position 2, 910, , , 
12:18:20, position 3, 910, , , 
12:18:21, position 2, 70, , , 
12:18:25, position 3, 70, , , 
12:18:26, position 2, 130, , , 
12:18:30, position 3, 130, , , 
12:18:31, position 2, 190, , , 
12:18:36, position 3, 190, , , 
12:18:36, position 2, 250, , , 
12:18:41, position 3, 250, , , 
12:18:41, position 2, 310, , , 
12:18:46, position 3, 310, , , 
12:18:46, position 2, 370, , , 
12:18:51, position 3, 370, , , 
12:18:52, position 2, 430, , , 
12:18:56, position 3, 430, , , 
12:18:57, position 2, 490, , , 
12:19:01, position 3, 490, , , 
12:19:02, position 2, 550, , , 
12:19:06, position 3, 550, , , 
12:19:07, position 2, 610, , , 
12:19:11, position 3, 610, , , 
12:19:12, position 2, 670, , , 
12:19:16, position 3, 670, , , 
12:19:17, position 2, 730, , , 
12:19:21, position 3, 730, , , 
12:19:22, position 2, 790, , , 
12:19:26, position 3, 790, , , 
12:19:27, position 2, 850, , , 
12:19:31, position 3, 850, , , 
12:19:32, position 2, 910, , , 
12:19:37, position 3, 910, , , 
12:19:37, position 2, 70, , , 
12:19:42, position 3, 70, , , 
12:19:42, position 2, 130, , , 
12:19:47, position 3, 130, , , 
12:19:47, position 2, 190, , , 
12:19:52, position 3, 190, , , 
12:19:53, position 2, 250, , , 
12:19:57, position 3, 250, , , 
12:19:58, position 2, 310, , , 
12:20:02, position 3, 310, , , 
12:20:03, position 2, 370, , , 
12:20:07, position 3, 370, , , 
12:20:08, position 2, 430, , , 
12:20:12, position 3, 430, , , 
12:20:13, position 2, 490, , , 
12:20:17, position 3, 490, , , 
12:20:18, position 2, 550, , , 
12:20:22, position 3, 550, , , 
12:20:23, position 2, 610, , , 
12:20:27, position 3, 610, , , 
12:20:28, position 2, 670, , , 
12:20:33, position 3, 670, , , 
12:20:33, position 2, 730, , , 
12:20:38, position 3, 730, , , 
12:20:38, position 2, 790, , , 
12:20:43, position 3, 790, , , 
12:20:43, position 2, 850, , , 
12:20:48, position 3, 850, , , 
12:20:49, position 2, 910, , , 
12:20:53, position 3, 910, , , 
12:20:54, position 2, 70, , , 
12:20:58, position 3, 70, , , 
12:20:59, position 2, 130, , , 
12:21:03, position 3, 130, , , 
12:21:04, position 2, 190, , , 
12:21:08, position 3, 190, , , 
12:21:09, position 2, 250, , , 
12:21:13, position 3, 250, , , 
12:21:14, position 2, 310, , , 
12:21:18, position 3, 310, , , 
12:21:19, position 2, 370, , , 
12:21:23, position 3, 370, , , 
12:21:24, position 2, 430, , , 
12:21:28, position 3, 430, , , 
12:21:29, position 2, 490, , , 
12:21:34, position 3, 490, , , 
12:21:34, position 2, 550, , , 
12:21:39, position 3, 550, , , 
12:21:39, position 2, 610, , , 
12:21:44, position 3, 610, , , 
12:21:44, position 2, 670, , , 
12:21:49, position 3, 670, , , 
12:21:50, position 2, 730, , , 
12:21:54, position 3, 730, , , 
12:21:55, position 2, 790, , , 
12:21:59, position 3, 790, , , 
12:22:00, position 2, 850, , , 
12:22:04, position 3, 850, , , 
12:22:05, position 2, 910, , , 
12:22:09, position 3, 910, , , 
12:22:10, position 2, 70, , , 
12:22:14, position 3, 70, , , 
12:22:15, position 2, 130, , , 
12:22:19, position 3, 130, , , 
12:22:20, position 2, 190, , , 
12:22:24, position 3, 190, , , 
12:22:25, position 2, 250, , , 
12:22:30, position 3, 250, , , 
12:22:30, position 2, 310, , , 
12:22:35, position 3, 310, , , 
12:22:35, position 2, 370, , , 
12:22:40, position 3, 370, , , 
12:22:40, position 2, 430, , , 
12:22:45, position 3, 430, , , 
12:22:46, position 2, 490, , , 
12:22:50, position 3, 490, , , 
12:22:51, position 2, 550, , , 
12:22:55, position 3, 550, , , 
12:22:56, position 2, 610, , , 
12:23:00, position 3, 610, , , 
12:23:01, position 2, 670, , , 
12:23:05, position 3, 670, , , 
12:23:06, position 2, 730, , , 
12:23:10, position 3, 730, , , 
12:23:11, position 2, 790, , , 
12:23:15, position 3, 790, , , 
12:23:16, position 2, 850, , , 
12:23:20, position 3, 850, , , 
12:23:21, position 2, 910, , , 
12:23:26, position 3, 910, , , 
12:23:26, position 2, 70, , , 
12:23:31, position 3, 70, , , 
12:23:31, position 2, 130, , , 
12:23:36, position 3, 130, , , 
12:23:36, position 2, 190, , , 
12:23:41, position 3, 190, , , 
12:23:42, position 2, 250, , , 
12:23:46, position 3, 250, , , 
12:23:47, position 2, 310, , , 
12:23:51, position 3, 310, , , 
12:23:52, position 2, 370, , , 
12:23:56, position 3, 370, , , 
12:23:57, position 2, 430, , , 
12:24:01, position 3, 430, , , 
12:24:02, position 2, 490, , , 
12:24:06, position 3, 490, , , 
12:24:07, position 2, 550, , , 
12:24:11, position 3, 550, , , 
12:24:12, position 2, 610, , , 
12:24:16, position 3, 610, , , 
12:24:17, position 2, 670, , , 
12:24:21, position 3, 670, , , 
12:24:22, position 2, 730, , , 
12:24:27, position 3, 730, , , 
12:24:27, position 2, 790, , , 
12:24:32, position 3, 790, , , 
12:24:32, position 2, 850, , , 
12:24:37, position 3, 850, , , 
12:24:38, position 2, 910, , , 
12:24:42, position 3, 910, , , 
12:24:43, position 2, 70, , , 
12:24:47, position 3, 70, , , 
12:24:48, position 2, 130, , , 
12:24:52, position 3, 130, , , 
12:24:53, position 2, 190, , , 
12:24:57, position 3, 190, , , 
12:24:58, position 2, 250, , , 
12:25:02, position 3, 250, , , 
12:25:03, position 2, 310, , , 
12:25:07, position 3, 310, , , 
12:25:08, position 2, 370, , , 
12:25:12, position 3, 370, , , 
12:25:13, position 2, 430, , , 
12:25:18, position 3, 430, , , 
12:25:18, position 2, 490, , , 
12:25:23, position 3, 490, , , 
12:25:23, position 2, 550, , , 
12:25:28, position 3, 550, , , 
12:25:28, position 2, 610, , , 
12:25:33, position 3, 610, , , 
12:25:34, position 2, 670, , , 
12:25:38, position 3, 670, , , 
12:25:39, position 2, 730, , , 
12:25:43, position 3, 730, , , 
12:25:44, position 2, 790, , , 
12:25:48, position 3, 790, , , 
12:25:49, position 2, 850, , , 
12:25:53, position 3, 850, , , 
12:25:54, position 2, 910, , , 
12:25:58, position 3, 910, , , 
12:25:59, position 2, 70, , , 
12:26:03, position 3, 70, , , 
12:26:04, position 2, 130, , , 
12:26:08, position 3, 130, , , 
12:26:09, position 2, 190, , , 
12:26:14, position 3, 190, , , 
12:26:14, position 2, 250, , , 
12:26:19, position 3, 250, , , 
12:26:19, position 2, 310, , , 
12:26:24, position 3, 310, , , 
12:26:24, position 2, 370, , , 
12:26:29, position 3, 370, , , 
12:26:30, position 2, 430, , , 
12:26:34, position 3, 430, , , 
12:26:35, position 2, 490, , , 
12:26:39, position 3, 490, , , 
12:26:40, position 2, 550, , , 
12:26:44, position 3, 550, , , 
12:26:45, position 2, 610, , , 
12:26:49, position 3, 610, , , 
12:26:50, position 2, 670, , , 
12:26:54, position 3, 670, , , 
12:26:55, position 2, 730, , , 
12:26:59, position 3, 730, , , 
12:27:00, position 2, 790, , , 
12:27:04, position 3, 790, , , 
12:27:05, position 2, 850, , , 
12:27:10, position 3, 850, , , 
12:27:10, position 2, 910, , , 
12:27:15, position 3, 910, , , 
12:27:15, position 2, 70, , , 
12:27:20, position 3, 70, , , 
12:27:20, position 2, 130, , , 
12:27:25, position 3, 130, , , 
12:27:26, position 2, 190, , , 
12:27:30, position 3, 190, , , 
12:27:31, position 2, 250, , , 
12:27:35, position 3, 250, , , 
12:27:36, position 2, 310, , , 
12:27:40, position 3, 310, , , 
12:27:41, position 2, 370, , , 
12:27:45, position 3, 370, , , 
12:27:46, position 2, 430, , , 
12:27:50, position 3, 430, , , 
12:27:51, position 2, 490, , , 
12:27:55, position 3, 490, , , 
12:27:56, position 2, 550, , , 
12:28:00, position 3, 550, , , 
12:28:01, position 2, 610, , , 
12:28:05, position 3, 610, , , 
12:28:06, position 2, 670, , , 
12:28:11, position 3, 670, , , 
12:28:11, position 2, 730, , , 
12:28:16, position 3, 730, , , 
12:28:16, position 2, 790, , , 
12:28:21, position 3, 790, , , 
12:28:22, position 2, 850, , , 
12:28:26, position 3, 850, , , 
12:28:27, position 2, 910, , , 
12:28:31, position 3, 910, , , 
12:28:32, position 2, 70, , , 
12:28:36, position 3, 70, , , 
12:28:37, position 2, 130, , , 
12:28:41, position 3, 130, , , 
12:28:42, position 2, 190, , , 
12:28:46, position 3, 190, , , 
12:28:47, position 2, 250, , , 
12:28:51, position 3, 250, , , 
12:28:52, position 2, 310, , , 
12:28:56, position 3, 310, , , 
12:28:57, position 2, 370, , , 
12:29:01, position 3, 370, , , 
12:29:02, position 2, 430, , , 
12:29:07, position 3, 430, , , 
12:29:07, position 2, 490, , , 
12:29:12, position 3, 490, , , 
12:29:12, position 2, 550, , , 
12:29:17, position 3, 550, , , 
12:29:18, position 2, 610, , , 
12:29:22, position 3, 610, , , 
12:29:23, position 2, 670, , , 
12:29:27, position 3, 670, , , 
12:29:28, position 2, 730, , , 
12:29:32, position 3, 730, , , 
12:29:33, position 2, 790, , , 
12:29:37, position 3, 790, , , 
12:29:38, position 2, 850, , , 
12:29:42, position 3, 850, , , 
12:29:43, position 2, 910, , , 
12:29:47, position 3, 910, , , 
12:29:48, position 2, 70, , , 
12:29:52, position 3, 70, , , 
12:29:53, position 2, 130, , , 
12:29:57, position 3, 130, , , 
12:29:58, position 2, 190, , , 
12:30:03, position 3, 190, , , 
12:30:03, position 2, 250, , , 
12:30:08, position 3, 250, , , 
12:30:08, position 2, 310, , , 
12:30:13, position 3, 310, , , 
12:30:14, position 2, 370, , , 
12:30:18, position 3, 370, , , 
12:30:19, position 2, 430, , , 
12:30:23, position 3, 430, , , 
12:30:24, position 2, 490, , , 
12:30:28, position 3, 490, , , 
12:30:29, position 2, 550, , , 
12:30:33, position 3, 550, , , 
12:30:34, position 2, 610, , , 
12:30:38, position 3, 610, , , 
12:30:39, position 2, 670, , , 
12:30:43, position 3, 670, , , 
12:30:44, position 2, 730, , , 
12:30:48, position 3, 730, , , 
12:30:49, position 2, 790, , , 
12:30:54, position 3, 790, , , 
12:30:54, position 2, 850, , , 
12:30:59, position 3, 850, , , 
12:30:59, position 2, 910, , , 
12:31:04, position 3, 910, , , 
12:31:05, position 2, 70, , , 
12:31:09, position 3, 70, , , 
12:31:10, position 2, 130, , , 
12:31:14, position 3, 130, , , 
12:31:15, position 2, 190, , , 
