time, device, OryConc, CPUTemp, SensorTemp, 
09:35:27, position 1, 48911, 0.0, , 
09:35:32, position 1, 171667, 0.0, , 
09:35:37, position 1, 335060, 0.0, , 
09:35:42, position 1, 413389, 0.0, , 
09:35:47, position 1, -23347, 0.0, , 
09:35:52, position 1, -2027, 0.0, , 
09:35:57, position 1, -159993, 0.0, , 
09:36:02, position 1, 427003, 0.0, , 
09:36:07, position 1, 50443, 0.0, , 
09:36:12, position 1, -224445, 0.0, , 
09:36:17, position 1, 7122, 0.0, , 
09:36:22, position 1, -186128, 0.0, , 
09:36:27, position 1, -12732, 0.0, , 
09:36:32, position 1, 90620, 0.0, , 
09:36:37, position 1, 280500, 0.0, , 
09:36:42, position 1, 396944, 0.0, , 
09:36:47, position 1, 13966, 0.0, , 
09:36:52, position 1, 26799, 0.0, , 
09:36:57, position 1, -18844, 0.0, , 
09:37:02, position 1, 238705, 0.0, , 
09:37:07, position 1, 640208, 0.0, , 
09:37:12, position 1, -183809, 0.0, , 
09:37:17, position 1, -113011, 0.0, , 
09:37:22, position 1, -209838, 0.0, , 
09:37:27, position 1, -98568, 0.0, , 
09:37:32, position 1, 48911, 0.0, , 
09:37:37, position 1, 171667, 0.0, , 
09:37:42, position 1, 335060, 0.0, , 
09:37:47, position 1, 413389, 0.0, , 
09:37:52, position 1, -23347, 0.0, , 
09:37:57, position 1, -2027, 0.0, , 
09:38:02, position 1, -159993, 0.0, , 
09:38:07, position 1, 427003, 0.0, , 
09:38:12, position 1, 50443, 0.0, , 
09:38:17, position 1, -224445, 0.0, , 
09:38:22, position 1, 7122, 0.0, , 
09:38:27, position 1, -186128, 0.0, , 
09:38:32, position 1, -12732, 0.0, , 
09:38:37, position 1, 90620, 0.0, , 
09:38:42, position 1, 280500, 0.0, , 
09:38:47, position 1, 396944, 0.0, , 
09:38:52, position 1, 13966, 0.0, , 
09:38:57, position 1, 26799, 0.0, , 
09:39:02, position 1, -18844, 0.0, , 
09:39:07, position 1, 238705, 0.0, , 
09:39:12, position 1, 640208, 0.0, , 
09:39:17, position 1, -183809, 0.0, , 
09:39:22, position 1, -113011, 0.0, , 
09:39:27, position 1, -209838, 0.0, , 
09:39:32, position 1, -98568, 0.0, , 
09:39:37, position 1, 48911, 0.0, , 
09:39:42, position 1, 171667, 0.0, , 
09:39:47, position 1, 335060, 0.0, , 
09:39:52, position 1, 413389, 0.0, , 
09:39:57, position 1, -23347, 0.0, , 
09:40:02, position 1, -2027, 0.0, , 
09:40:07, position 1, -159993, 0.0, , 
09:40:12, position 1, 427003, 0.0, , 
09:40:17, position 1, 50443, 0.0, , 
09:40:22, position 1, -224445, 0.0, , 
09:40:27, position 1, 7122, 0.0, , 
09:40:32, position 1, -186128, 0.0, , 
09:40:37, position 1, -12732, 0.0, , 
09:40:42, position 1, 90620, 0.0, , 
09:40:47, position 1, 280500, 0.0, , 
09:40:52, position 1, 396944, 0.0, , 
09:40:57, position 1, 13966, 0.0, , 
09:41:02, position 1, 26799, 0.0, , 
09:41:07, position 1, -18844, 0.0, , 
09:41:12, position 1, 238705, 0.0, , 
09:41:17, position 1, 640208, 0.0, , 
09:41:22, position 1, -183809, 0.0, , 
09:41:27, position 1, -113011, 0.0, , 
09:41:32, position 1, -209838, 0.0, , 
09:41:37, position 1, -98568, 0.0, , 
09:41:42, position 1, 48911, 0.0, , 
09:41:47, position 1, 171667, 0.0, , 
09:41:52, position 1, 335060, 0.0, , 
09:41:57, position 1, 413389, 0.0, , 
09:42:02, position 1, -23347, 0.0, , 
09:42:07, position 1, -2027, 0.0, , 
09:42:12, position 1, -159993, 0.0, , 
09:42:17, position 1, 427003, 0.0, , 
09:42:22, position 1, 50443, 0.0, , 
09:42:27, position 1, -224445, 0.0, , 
09:42:32, position 1, 7122, 0.0, , 
09:42:37, position 1, -186128, 0.0, , 
09:42:42, position 1, -12732, 0.0, , 
09:42:47, position 1, 90620, 0.0, , 
09:42:52, position 1, 280500, 0.0, , 
09:42:57, position 1, 396944, 0.0, , 
09:43:02, position 1, 13966, 0.0, , 
09:43:07, position 1, 26799, 0.0, , 
09:43:12, position 1, -18844, 0.0, , 
09:43:17, position 1, 238705, 0.0, , 
09:43:22, position 1, 640208, 0.0, , 
09:43:27, position 1, -183809, 0.0, , 
09:43:32, position 1, -113011, 0.0, , 
09:43:37, position 1, -209838, 0.0, , 
09:43:42, position 1, -98568, 0.0, , 
09:43:47, position 1, 48911, 0.0, , 
09:43:52, position 1, 171667, 0.0, , 
09:43:57, position 1, 335060, 0.0, , 
09:44:02, position 1, 413389, 0.0, , 
09:44:07, position 1, -23347, 0.0, , 
09:44:12, position 1, -2027, 0.0, , 
09:44:17, position 1, -159993, 0.0, , 
09:44:22, position 1, 427003, 0.0, , 
09:44:27, position 1, 50443, 0.0, , 
09:44:32, position 1, -224445, 0.0, , 
09:44:37, position 1, 7122, 0.0, , 
09:44:42, position 1, -186128, 0.0, , 
09:44:47, position 1, -12732, 0.0, , 
09:44:52, position 1, 90620, 0.0, , 
09:44:57, position 1, 280500, 0.0, , 
09:45:02, position 1, 396944, 0.0, , 
09:45:07, position 1, 13966, 0.0, , 
09:45:12, position 1, 26799, 0.0, , 
09:45:17, position 1, -18844, 0.0, , 
09:45:22, position 1, 238705, 0.0, , 
09:45:27, position 1, 640208, 0.0, , 
09:45:32, position 1, -183809, 0.0, , 
09:45:37, position 1, -113011, 0.0, , 
09:45:42, position 1, -209838, 0.0, , 
09:45:47, position 1, -98568, 0.0, , 
09:45:52, position 1, 48911, 0.0, , 
09:45:57, position 1, 171667, 0.0, , 
09:46:02, position 1, 335060, 0.0, , 
09:46:07, position 1, 413389, 0.0, , 
09:46:12, position 1, -23347, 0.0, , 
09:46:17, position 1, -2027, 0.0, , 
09:46:22, position 1, -159993, 0.0, , 
09:46:27, position 1, 427003, 0.0, , 
09:46:32, position 1, 50443, 0.0, , 
09:46:37, position 1, -224445, 0.0, , 
09:46:42, position 1, 7122, 0.0, , 
09:46:47, position 1, -186128, 0.0, , 
09:46:52, position 1, -12732, 0.0, , 
09:46:57, position 1, 90620, 0.0, , 
09:47:02, position 1, 280500, 0.0, , 
09:47:07, position 1, 396944, 0.0, , 
09:47:12, position 1, 13966, 0.0, , 
09:47:17, position 1, 26799, 0.0, , 
09:47:22, position 1, -18844, 0.0, , 
09:47:27, position 1, 238705, 0.0, , 
09:47:32, position 1, 640208, 0.0, , 
09:47:37, position 1, -183809, 0.0, , 
09:47:42, position 1, -113011, 0.0, , 
09:47:47, position 1, -209838, 0.0, , 
09:47:52, position 1, -98568, 0.0, , 
09:47:57, position 1, 48911, 0.0, , 
09:48:02, position 1, 171667, 0.0, , 
09:48:07, position 1, 335060, 0.0, , 
09:48:12, position 1, 413389, 0.0, , 
09:48:17, position 1, -23347, 0.0, , 
09:48:22, position 1, -2027, 0.0, , 
09:48:27, position 1, -159993, 0.0, , 
09:48:32, position 1, 427003, 0.0, , 
09:48:37, position 1, 50443, 0.0, , 
09:48:42, position 1, -224445, 0.0, , 
09:48:47, position 1, 7122, 0.0, , 
09:48:52, position 1, -186128, 0.0, , 
09:48:57, position 1, -12732, 0.0, , 
09:49:02, position 1, 90620, 0.0, , 
09:49:07, position 1, 280500, 0.0, , 
09:49:12, position 1, 396944, 0.0, , 
09:49:17, position 1, 13966, 0.0, , 
09:49:22, position 1, 26799, 0.0, , 
09:49:27, position 1, -18844, 0.0, , 
09:49:32, position 1, 238705, 0.0, , 
09:49:37, position 1, 640208, 0.0, , 
09:49:42, position 1, -183809, 0.0, , 
09:49:47, position 1, -113011, 0.0, , 
09:49:52, position 1, -209838, 0.0, , 
09:49:57, position 1, -98568, 0.0, , 
09:50:02, position 1, 48911, 0.0, , 
09:50:07, position 1, 171667, 0.0, , 
09:50:12, position 1, 335060, 0.0, , 
09:50:17, position 1, 413389, 0.0, , 
09:50:22, position 1, -23347, 0.0, , 
09:50:27, position 1, -2027, 0.0, , 
09:50:32, position 1, -159993, 0.0, , 
09:50:37, position 1, 427003, 0.0, , 
09:50:42, position 1, 50443, 0.0, , 
09:50:47, position 1, -224445, 0.0, , 
09:50:52, position 1, 7122, 0.0, , 
09:50:57, position 1, -186128, 0.0, , 
09:51:02, position 1, -12732, 0.0, , 
09:51:07, position 1, 90620, 0.0, , 
09:51:12, position 1, 280500, 0.0, , 
09:51:17, position 1, 396944, 0.0, , 
09:51:22, position 1, 13966, 0.0, , 
09:51:27, position 1, 26799, 0.0, , 
09:51:32, position 1, -18844, 0.0, , 
09:51:37, position 1, 238705, 0.0, , 
09:51:42, position 1, 640208, 0.0, , 
09:51:47, position 1, -183809, 0.0, , 
09:51:52, position 1, -113011, 0.0, , 
09:51:57, position 1, -209838, 0.0, , 
09:52:02, position 1, -98568, 0.0, , 
09:52:07, position 1, 48911, 0.0, , 
09:52:12, position 1, 171667, 0.0, , 
09:52:17, position 1, 335060, 0.0, , 
09:52:22, position 1, 413389, 0.0, , 
09:52:27, position 1, -23347, 0.0, , 
09:52:32, position 1, -2027, 0.0, , 
09:52:37, position 1, -159993, 0.0, , 
09:52:42, position 1, 427003, 0.0, , 
09:52:47, position 1, 50443, 0.0, , 
09:52:52, position 1, -224445, 0.0, , 
09:52:57, position 1, 7122, 0.0, , 
09:53:02, position 1, -186128, 0.0, , 
09:53:07, position 1, -12732, 0.0, , 
09:53:12, position 1, 90620, 0.0, , 
09:53:17, position 1, 280500, 0.0, , 
09:53:22, position 1, 396944, 0.0, , 
09:53:27, position 1, 13966, 0.0, , 
09:53:32, position 1, 26799, 0.0, , 
09:53:37, position 1, -18844, 0.0, , 
09:53:42, position 1, 238705, 0.0, , 
09:53:47, position 1, 640208, 0.0, , 
09:53:52, position 1, -183809, 0.0, , 
09:53:57, position 1, -113011, 0.0, , 
09:54:02, position 1, -209838, 0.0, , 
09:54:07, position 1, -98568, 0.0, , 
09:54:12, position 1, 48911, 0.0, , 
09:54:17, position 1, 171667, 0.0, , 
09:54:22, position 1, 335060, 0.0, , 
09:54:27, position 1, 413389, 0.0, , 
09:54:32, position 1, -23347, 0.0, , 
09:54:37, position 1, -2027, 0.0, , 
09:54:42, position 1, -159993, 0.0, , 
09:54:47, position 1, 427003, 0.0, , 
09:54:52, position 1, 50443, 0.0, , 
09:54:57, position 1, -224445, 0.0, , 
09:55:02, position 1, 7122, 0.0, , 
09:55:07, position 1, -186128, 0.0, , 
09:55:12, position 1, -12732, 0.0, , 
09:55:17, position 1, 90620, 0.0, , 
09:55:22, position 1, 280500, 0.0, , 
09:55:27, position 1, 396944, 0.0, , 
09:55:32, position 1, 13966, 0.0, , 
09:55:37, position 1, 26799, 0.0, , 
09:55:42, position 1, -18844, 0.0, , 
09:55:47, position 1, 238705, 0.0, , 
09:55:52, position 1, 640208, 0.0, , 
09:55:57, position 1, -183809, 0.0, , 
09:56:02, position 1, -113011, 0.0, , 
09:56:07, position 1, -209838, 0.0, , 
09:56:12, position 1, -98568, 0.0, , 
09:56:17, position 1, 48911, 0.0, , 
09:56:22, position 1, 171667, 0.0, , 
09:56:27, position 1, 335060, 0.0, , 
09:56:32, position 1, 413389, 0.0, , 
09:56:37, position 1, -23347, 0.0, , 
09:56:42, position 1, -2027, 0.0, , 
09:56:47, position 1, -159993, 0.0, , 
09:56:52, position 1, 427003, 0.0, , 
09:56:57, position 1, 50443, 0.0, , 
09:57:02, position 1, -224445, 0.0, , 
09:57:07, position 1, 7122, 0.0, , 
09:57:12, position 1, -186128, 0.0, , 
09:57:17, position 1, -12732, 0.0, , 
09:57:22, position 1, 90620, 0.0, , 
09:57:27, position 1, 280500, 0.0, , 
09:57:32, position 1, 396944, 0.0, , 
09:57:37, position 1, 13966, 0.0, , 
09:57:42, position 1, 26799, 0.0, , 
09:57:47, position 1, -18844, 0.0, , 
09:57:52, position 1, 238705, 0.0, , 
09:57:57, position 1, 640208, 0.0, , 
09:58:02, position 1, -183809, 0.0, , 
09:58:07, position 1, -113011, 0.0, , 
09:58:12, position 1, -209838, 0.0, , 
09:58:17, position 1, -98568, 0.0, , 
09:58:22, position 1, 48911, 0.0, , 
09:58:27, position 1, 171667, 0.0, , 
09:58:32, position 1, 335060, 0.0, , 
09:58:37, position 1, 413389, 0.0, , 
09:58:42, position 1, -23347, 0.0, , 
09:58:47, position 1, -2027, 0.0, , 
09:58:52, position 1, -159993, 0.0, , 
09:58:57, position 1, 427003, 0.0, , 
09:59:02, position 1, 50443, 0.0, , 
09:59:07, position 1, -224445, 0.0, , 
09:59:12, position 1, 7122, 0.0, , 
09:59:17, position 1, -186128, 0.0, , 
09:59:22, position 1, -12732, 0.0, , 
09:59:27, position 1, 90620, 0.0, , 
09:59:32, position 1, 280500, 0.0, , 
09:59:37, position 1, 396944, 0.0, , 
09:59:42, position 1, 13966, 0.0, , 
09:59:47, position 1, 26799, 0.0, , 
09:59:52, position 1, -18844, 0.0, , 
09:59:57, position 1, 238705, 0.0, , 
10:00:02, position 1, 640208, 0.0, , 
10:00:07, position 1, -183809, 0.0, , 
10:00:12, position 1, -113011, 0.0, , 
10:00:17, position 1, -209838, 0.0, , 
10:00:22, position 1, -98568, 0.0, , 
10:00:27, position 1, 48911, 0.0, , 
10:00:32, position 1, 171667, 0.0, , 
10:00:37, position 1, 335060, 0.0, , 
10:00:42, position 1, 413389, 0.0, , 
10:00:47, position 1, -23347, 0.0, , 
10:00:52, position 1, -2027, 0.0, , 
10:00:57, position 1, -159993, 0.0, , 
10:01:02, position 1, 427003, 0.0, , 
10:01:07, position 1, 50443, 0.0, , 
10:01:12, position 1, -224445, 0.0, , 
10:01:17, position 1, 7122, 0.0, , 
10:01:22, position 1, -186128, 0.0, , 
10:01:27, position 1, -12732, 0.0, , 
10:01:32, position 1, 90620, 0.0, , 
10:01:37, position 1, 280500, 0.0, , 
10:01:42, position 1, 396944, 0.0, , 
10:01:47, position 1, 13966, 0.0, , 
10:01:52, position 1, 26799, 0.0, , 
10:01:57, position 1, -18844, 0.0, , 
10:02:02, position 1, 238705, 0.0, , 
10:02:07, position 1, 640208, 0.0, , 
10:02:12, position 1, -183809, 0.0, , 
10:02:17, position 1, -113011, 0.0, , 
10:02:22, position 1, -209838, 0.0, , 
10:02:27, position 1, -98568, 0.0, , 
10:02:32, position 1, 48911, 0.0, , 
10:02:37, position 1, 171667, 0.0, , 
10:02:42, position 1, 335060, 0.0, , 
10:02:47, position 1, 413389, 0.0, , 
10:02:52, position 1, -23347, 0.0, , 
10:02:57, position 1, -2027, 0.0, , 
10:03:02, position 1, -159993, 0.0, , 
10:03:07, position 1, 427003, 0.0, , 
10:03:12, position 1, 50443, 0.0, , 
10:03:17, position 1, -224445, 0.0, , 
10:03:22, position 1, 7122, 0.0, , 
10:03:27, position 1, -186128, 0.0, , 
10:03:32, position 1, -12732, 0.0, , 
10:03:37, position 1, 90620, 0.0, , 
10:03:42, position 1, 280500, 0.0, , 
10:03:47, position 1, 396944, 0.0, , 
10:03:52, position 1, 13966, 0.0, , 
10:03:57, position 1, 26799, 0.0, , 
10:04:02, position 1, -18844, 0.0, , 
10:04:07, position 1, 238705, 0.0, , 
10:04:12, position 1, 640208, 0.0, , 
10:04:17, position 1, -183809, 0.0, , 
10:04:22, position 1, -113011, 0.0, , 
10:04:27, position 1, -209838, 0.0, , 
10:04:32, position 1, -98568, 0.0, , 
10:04:37, position 1, 48911, 0.0, , 
10:04:42, position 1, 171667, 0.0, , 
10:04:47, position 1, 335060, 0.0, , 
10:04:52, position 1, 413389, 0.0, , 
10:04:57, position 1, -23347, 0.0, , 
10:05:02, position 1, -2027, 0.0, , 
10:05:07, position 1, -159993, 0.0, , 
10:05:12, position 1, 427003, 0.0, , 
10:05:17, position 1, 50443, 0.0, , 
10:05:22, position 1, -224445, 0.0, , 
10:05:27, position 1, 7122, 0.0, , 
10:05:32, position 1, -186128, 0.0, , 
10:05:37, position 1, -12732, 0.0, , 
10:05:42, position 1, 90620, 0.0, , 
10:05:47, position 1, 280500, 0.0, , 
10:05:52, position 1, 396944, 0.0, , 
10:05:57, position 1, 13966, 0.0, , 
10:06:02, position 1, 26799, 0.0, , 
10:06:07, position 1, -18844, 0.0, , 
10:06:12, position 1, 238705, 0.0, , 
10:06:17, position 1, 640208, 0.0, , 
10:06:22, position 1, -183809, 0.0, , 
10:06:27, position 1, -113011, 0.0, , 
10:06:32, position 1, -209838, 0.0, , 
10:06:37, position 1, -98568, 0.0, , 
10:06:42, position 1, 48911, 0.0, , 
10:06:47, position 1, 171667, 0.0, , 
10:06:52, position 1, 335060, 0.0, , 
10:06:57, position 1, 413389, 0.0, , 
10:07:02, position 1, -23347, 0.0, , 
10:07:07, position 1, -2027, 0.0, , 
10:07:12, position 1, -159993, 0.0, , 
10:07:17, position 1, 427003, 0.0, , 
10:07:22, position 1, 50443, 0.0, , 
10:07:27, position 1, -224445, 0.0, , 
10:07:32, position 1, 7122, 0.0, , 
10:07:37, position 1, -186128, 0.0, , 
10:07:42, position 1, -12732, 0.0, , 
10:07:47, position 1, 90620, 0.0, , 
10:07:52, position 1, 280500, 0.0, , 
10:07:57, position 1, 396944, 0.0, , 
10:08:02, position 1, 13966, 0.0, , 
10:08:07, position 1, 26799, 0.0, , 
10:08:12, position 1, -18844, 0.0, , 
10:08:17, position 1, 238705, 0.0, , 
10:08:22, position 1, 640208, 0.0, , 
10:08:27, position 1, -183809, 0.0, , 
10:08:32, position 1, -113011, 0.0, , 
10:08:37, position 1, -209838, 0.0, , 
10:08:42, position 1, -98568, 0.0, , 
10:08:47, position 1, 48911, 0.0, , 
10:08:52, position 1, 171667, 0.0, , 
10:08:57, position 1, 335060, 0.0, , 
10:09:02, position 1, 413389, 0.0, , 
10:09:07, position 1, -23347, 0.0, , 
10:09:12, position 1, -2027, 0.0, , 
10:09:17, position 1, -159993, 0.0, , 
10:09:22, position 1, 427003, 0.0, , 
10:09:27, position 1, 50443, 0.0, , 
10:09:32, position 1, -224445, 0.0, , 
10:09:37, position 1, 7122, 0.0, , 
10:09:42, position 1, -186128, 0.0, , 
10:09:47, position 1, -12732, 0.0, , 
10:09:52, position 1, 90620, 0.0, , 
10:09:57, position 1, 280500, 0.0, , 
10:10:02, position 1, 396944, 0.0, , 
10:10:07, position 1, 13966, 0.0, , 
10:10:12, position 1, 26799, 0.0, , 
10:10:17, position 1, -18844, 0.0, , 
10:10:22, position 1, 238705, 0.0, , 
10:10:27, position 1, 640208, 0.0, , 
10:10:32, position 1, -183809, 0.0, , 
10:10:37, position 1, -113011, 0.0, , 
10:10:42, position 1, -209838, 0.0, , 
10:10:47, position 1, -98568, 0.0, , 
10:10:52, position 1, 48911, 0.0, , 
10:10:57, position 1, 171667, 0.0, , 
10:11:02, position 1, 335060, 0.0, , 
10:11:07, position 1, 413389, 0.0, , 
10:11:12, position 1, -23347, 0.0, , 
10:11:17, position 1, -2027, 0.0, , 
10:11:22, position 1, -159993, 0.0, , 
10:11:27, position 1, 427003, 0.0, , 
10:11:32, position 1, 50443, 0.0, , 
10:11:37, position 1, -224445, 0.0, , 
10:11:42, position 1, 7122, 0.0, , 
10:11:47, position 1, -186128, 0.0, , 
10:11:52, position 1, -12732, 0.0, , 
10:11:57, position 1, 90620, 0.0, , 
10:12:02, position 1, 280500, 0.0, , 
10:12:07, position 1, 396944, 0.0, , 
10:12:12, position 1, 13966, 0.0, , 
10:12:17, position 1, 26799, 0.0, , 
10:12:22, position 1, -18844, 0.0, , 
10:12:27, position 1, 238705, 0.0, , 
10:12:32, position 1, 640208, 0.0, , 
10:12:37, position 1, -183809, 0.0, , 
10:12:42, position 1, -113011, 0.0, , 
10:12:47, position 1, -209838, 0.0, , 
10:12:52, position 1, -98568, 0.0, , 
10:12:57, position 1, 48911, 0.0, , 
10:13:02, position 1, 171667, 0.0, , 
10:13:07, position 1, 335060, 0.0, , 
10:13:12, position 1, 413389, 0.0, , 
10:13:17, position 1, -23347, 0.0, , 
10:13:22, position 1, -2027, 0.0, , 
10:13:27, position 1, -159993, 0.0, , 
10:13:32, position 1, 427003, 0.0, , 
10:13:37, position 1, 50443, 0.0, , 
10:13:42, position 1, -224445, 0.0, , 
10:13:47, position 1, 7122, 0.0, , 
10:13:52, position 1, -186128, 0.0, , 
10:13:57, position 1, -12732, 0.0, , 
10:14:02, position 1, 90620, 0.0, , 
10:14:07, position 1, 280500, 0.0, , 
10:14:12, position 1, 396944, 0.0, , 
10:14:17, position 1, 13966, 0.0, , 
10:14:22, position 1, 26799, 0.0, , 
10:14:27, position 1, -18844, 0.0, , 
10:14:32, position 1, 238705, 0.0, , 
10:14:37, position 1, 640208, 0.0, , 
10:14:42, position 1, -183809, 0.0, , 
10:14:47, position 1, -113011, 0.0, , 
10:14:52, position 1, -209838, 0.0, , 
10:14:57, position 1, -98568, 0.0, , 
10:15:02, position 1, 48911, 0.0, , 
10:15:07, position 1, 171667, 0.0, , 
10:15:12, position 1, 335060, 0.0, , 
10:15:17, position 1, 413389, 0.0, , 
10:15:22, position 1, -23347, 0.0, , 
10:15:27, position 1, -2027, 0.0, , 
10:15:32, position 1, -159993, 0.0, , 
10:15:37, position 1, 427003, 0.0, , 
10:15:42, position 1, 50443, 0.0, , 
10:15:47, position 1, -224445, 0.0, , 
10:15:52, position 1, 7122, 0.0, , 
10:15:57, position 1, -186128, 0.0, , 
10:16:02, position 1, -12732, 0.0, , 
10:16:07, position 1, 90620, 0.0, , 
10:16:12, position 1, 280500, 0.0, , 
10:16:17, position 1, 396944, 0.0, , 
10:16:22, position 1, 13966, 0.0, , 
10:16:27, position 1, 26799, 0.0, , 
10:16:32, position 1, -18844, 0.0, , 
10:16:37, position 1, 238705, 0.0, , 
10:16:42, position 1, 640208, 0.0, , 
10:16:47, position 1, -183809, 0.0, , 
10:16:52, position 1, -113011, 0.0, , 
10:16:57, position 1, -209838, 0.0, , 
10:17:02, position 1, -98568, 0.0, , 
10:17:07, position 1, 48911, 0.0, , 
10:17:12, position 1, 171667, 0.0, , 
10:17:17, position 1, 335060, 0.0, , 
10:17:22, position 1, 413389, 0.0, , 
10:17:27, position 1, -23347, 0.0, , 
10:17:32, position 1, -2027, 0.0, , 
10:17:37, position 1, -159993, 0.0, , 
10:17:42, position 1, 427003, 0.0, , 
10:17:47, position 1, 50443, 0.0, , 
10:17:52, position 1, -224445, 0.0, , 
10:17:57, position 1, 7122, 0.0, , 
10:18:02, position 1, -186128, 0.0, , 
10:18:07, position 1, -12732, 0.0, , 
10:18:12, position 1, 90620, 0.0, , 
10:18:17, position 1, 280500, 0.0, , 
10:18:22, position 1, 396944, 0.0, , 
10:18:27, position 1, 13966, 0.0, , 
10:18:32, position 1, 26799, 0.0, , 
10:18:37, position 1, -18844, 0.0, , 
10:18:42, position 1, 238705, 0.0, , 
10:18:47, position 1, 640208, 0.0, , 
10:18:52, position 1, -183809, 0.0, , 
10:18:57, position 1, -113011, 0.0, , 
10:19:02, position 1, -209838, 0.0, , 
10:19:07, position 1, -98568, 0.0, , 
10:19:12, position 1, 48911, 0.0, , 
10:19:17, position 1, 171667, 0.0, , 
10:19:22, position 1, 335060, 0.0, , 
10:19:27, position 1, 413389, 0.0, , 
10:19:32, position 1, -23347, 0.0, , 
10:19:37, position 1, -2027, 0.0, , 
10:19:42, position 1, -159993, 0.0, , 
10:19:47, position 1, 427003, 0.0, , 
10:19:52, position 1, 50443, 0.0, , 
10:19:57, position 1, -224445, 0.0, , 
10:20:02, position 1, 7122, 0.0, , 
10:20:07, position 1, -186128, 0.0, , 
10:20:12, position 1, -12732, 0.0, , 
10:20:17, position 1, 90620, 0.0, , 
10:20:22, position 1, 280500, 0.0, , 
10:20:27, position 1, 396944, 0.0, , 
10:20:32, position 1, 13966, 0.0, , 
10:20:37, position 1, 26799, 0.0, , 
10:20:42, position 1, -18844, 0.0, , 
10:20:47, position 1, 238705, 0.0, , 
10:20:52, position 1, 640208, 0.0, , 
10:20:57, position 1, -183809, 0.0, , 
10:21:02, position 1, -113011, 0.0, , 
10:21:07, position 1, -209838, 0.0, , 
10:21:12, position 1, -98568, 0.0, , 
10:21:17, position 1, 48911, 0.0, , 
10:21:22, position 1, 171667, 0.0, , 
10:21:27, position 1, 335060, 0.0, , 
10:21:32, position 1, 413389, 0.0, , 
10:21:37, position 1, -23347, 0.0, , 
10:21:42, position 1, -2027, 0.0, , 
10:21:47, position 1, -159993, 0.0, , 
10:21:52, position 1, 427003, 0.0, , 
10:21:57, position 1, 50443, 0.0, , 
10:22:02, position 1, -224445, 0.0, , 
10:22:07, position 1, 7122, 0.0, , 
10:22:12, position 1, -186128, 0.0, , 
10:22:17, position 1, -12732, 0.0, , 
10:22:22, position 1, 90620, 0.0, , 
10:22:27, position 1, 280500, 0.0, , 
10:22:32, position 1, 396944, 0.0, , 
10:22:37, position 1, 13966, 0.0, , 
10:22:42, position 1, 26799, 0.0, , 
10:22:47, position 1, -18844, 0.0, , 
10:22:52, position 1, 238705, 0.0, , 
10:22:57, position 1, 640208, 0.0, , 
10:23:02, position 1, -183809, 0.0, , 
10:23:07, position 1, -113011, 0.0, , 
10:23:12, position 1, -209838, 0.0, , 
10:23:17, position 1, -98568, 0.0, , 
10:23:22, position 1, 48911, 0.0, , 
10:23:27, position 1, 171667, 0.0, , 
10:23:32, position 1, 335060, 0.0, , 
10:23:37, position 1, 413389, 0.0, , 
10:23:42, position 1, -23347, 0.0, , 
10:23:47, position 1, -2027, 0.0, , 
10:23:52, position 1, -159993, 0.0, , 
10:23:57, position 1, 427003, 0.0, , 
10:24:02, position 1, 50443, 0.0, , 
10:24:07, position 1, -224445, 0.0, , 
10:24:12, position 1, 7122, 0.0, , 
10:24:17, position 1, -186128, 0.0, , 
10:24:22, position 1, -12732, 0.0, , 
10:24:27, position 1, 90620, 0.0, , 
10:24:32, position 1, 280500, 0.0, , 
10:24:37, position 1, 396944, 0.0, , 
10:24:42, position 1, 13966, 0.0, , 
10:24:47, position 1, 26799, 0.0, , 
10:24:52, position 1, -18844, 0.0, , 
10:24:57, position 1, 238705, 0.0, , 
10:25:02, position 1, 640208, 0.0, , 
10:25:07, position 1, -183809, 0.0, , 
10:25:12, position 1, -113011, 0.0, , 
10:25:17, position 1, -209838, 0.0, , 
10:25:22, position 1, -98568, 0.0, , 
10:25:27, position 1, 48911, 0.0, , 
10:25:32, position 1, 171667, 0.0, , 
10:25:37, position 1, 335060, 0.0, , 
10:25:42, position 1, 413389, 0.0, , 
10:25:47, position 1, -23347, 0.0, , 
10:25:52, position 1, -2027, 0.0, , 
10:25:57, position 1, -159993, 0.0, , 
10:26:02, position 1, 427003, 0.0, , 
10:26:07, position 1, 50443, 0.0, , 
10:26:12, position 1, -224445, 0.0, , 
10:26:17, position 1, 7122, 0.0, , 
10:26:22, position 1, -186128, 0.0, , 
10:26:27, position 1, -12732, 0.0, , 
10:26:32, position 1, 90620, 0.0, , 
10:26:37, position 1, 280500, 0.0, , 
10:26:42, position 1, 396944, 0.0, , 
10:26:47, position 1, 13966, 0.0, , 
10:26:52, position 1, 26799, 0.0, , 
10:26:57, position 1, -18844, 0.0, , 
10:27:02, position 1, 238705, 0.0, , 
10:27:07, position 1, 640208, 0.0, , 
10:27:12, position 1, -183809, 0.0, , 
10:27:17, position 1, -113011, 0.0, , 
10:27:22, position 1, -209838, 0.0, , 
10:27:27, position 1, -98568, 0.0, , 
10:27:32, position 1, 48911, 0.0, , 
10:27:37, position 1, 171667, 0.0, , 
10:27:42, position 1, 335060, 0.0, , 
10:27:47, position 1, 413389, 0.0, , 
10:27:52, position 1, -23347, 0.0, , 
10:27:57, position 1, -2027, 0.0, , 
10:28:02, position 1, -159993, 0.0, , 
10:28:07, position 1, 427003, 0.0, , 
10:28:12, position 1, 50443, 0.0, , 
10:28:17, position 1, -224445, 0.0, , 
