time, device, OryConc, CPUTemp, SensorTemp, 
09:19:51, position 1, 171667, 0.0, , 
09:19:56, position 1, 335060, 0.0, , 
09:20:01, position 1, 413389, 0.0, , 
09:20:06, position 1, -23347, 0.0, , 
09:20:11, position 1, -2027, 0.0, , 
09:20:16, position 1, -159993, 0.0, , 
09:20:21, position 1, 427003, 0.0, , 
09:20:26, position 1, 50443, 0.0, , 
09:20:31, position 1, -224445, 0.0, , 
09:20:36, position 1, 7122, 0.0, , 
09:20:41, position 1, -186128, 0.0, , 
09:20:46, position 1, -12732, 0.0, , 
09:20:51, position 1, 90620, 0.0, , 
09:20:56, position 1, 280500, 0.0, , 
09:21:01, position 1, 396944, 0.0, , 
09:21:06, position 1, 13966, 0.0, , 
09:21:11, position 1, 26799, 0.0, , 
09:21:16, position 1, -18844, 0.0, , 
09:21:21, position 1, 238705, 0.0, , 
09:21:26, position 1, 640208, 0.0, , 
09:21:31, position 1, -183809, 0.0, , 
09:21:36, position 1, -113011, 0.0, , 
09:21:41, position 1, -209838, 0.0, , 
09:21:46, position 1, -98568, 0.0, , 
09:21:51, position 1, 48911, 0.0, , 
09:21:56, position 1, 171667, 0.0, , 
09:22:01, position 1, 335060, 0.0, , 
09:22:06, position 1, 413389, 0.0, , 
09:22:11, position 1, -23347, 0.0, , 
09:22:16, position 1, -2027, 0.0, , 
09:22:21, position 1, -159993, 0.0, , 
09:22:26, position 1, 427003, 0.0, , 
09:22:31, position 1, 50443, 0.0, , 
09:22:36, position 1, -224445, 0.0, , 
09:22:41, position 1, 7122, 0.0, , 
09:22:46, position 1, -186128, 0.0, , 
09:22:51, position 1, -12732, 0.0, , 
09:22:56, position 1, 90620, 0.0, , 
09:23:01, position 1, 280500, 0.0, , 
09:23:06, position 1, 396944, 0.0, , 
09:23:11, position 1, 13966, 0.0, , 
09:23:16, position 1, 26799, 0.0, , 
09:23:21, position 1, -18844, 0.0, , 
09:23:26, position 1, 238705, 0.0, , 
09:23:31, position 1, 640208, 0.0, , 
09:23:36, position 1, -183809, 0.0, , 
09:23:41, position 1, -113011, 0.0, , 
09:23:46, position 1, -209838, 0.0, , 
09:23:51, position 1, -98568, 0.0, , 
09:23:56, position 1, 48911, 0.0, , 
09:24:01, position 1, 171667, 0.0, , 
09:24:06, position 1, 335060, 0.0, , 
09:24:11, position 1, 413389, 0.0, , 
09:24:16, position 1, -23347, 0.0, , 
09:24:21, position 1, -2027, 0.0, , 
09:24:26, position 1, -159993, 0.0, , 
09:24:31, position 1, 427003, 0.0, , 
09:24:36, position 1, 50443, 0.0, , 
09:24:41, position 1, -224445, 0.0, , 
09:24:46, position 1, 7122, 0.0, , 
09:24:51, position 1, -186128, 0.0, , 
09:24:56, position 1, -12732, 0.0, , 
09:25:01, position 1, 90620, 0.0, , 
09:25:06, position 1, 280500, 0.0, , 
09:25:11, position 1, 396944, 0.0, , 
09:25:16, position 1, 13966, 0.0, , 
09:25:21, position 1, 26799, 0.0, , 
09:25:26, position 1, -18844, 0.0, , 
09:25:31, position 1, 238705, 0.0, , 
09:25:36, position 1, 640208, 0.0, , 
09:25:41, position 1, -183809, 0.0, , 
09:25:46, position 1, -113011, 0.0, , 
09:25:51, position 1, -209838, 0.0, , 
09:25:56, position 1, -98568, 0.0, , 
09:26:01, position 1, 48911, 0.0, , 
09:26:06, position 1, 171667, 0.0, , 
09:26:11, position 1, 335060, 0.0, , 
09:26:16, position 1, 413389, 0.0, , 
09:26:21, position 1, -23347, 0.0, , 
09:26:26, position 1, -2027, 0.0, , 
09:26:31, position 1, -159993, 0.0, , 
09:26:36, position 1, 427003, 0.0, , 
09:26:41, position 1, 50443, 0.0, , 
09:26:46, position 1, -224445, 0.0, , 
09:26:51, position 1, 7122, 0.0, , 
09:26:56, position 1, -186128, 0.0, , 
09:27:01, position 1, -12732, 0.0, , 
09:27:06, position 1, 90620, 0.0, , 
09:27:11, position 1, 280500, 0.0, , 
09:27:16, position 1, 396944, 0.0, , 
09:27:21, position 1, 13966, 0.0, , 
09:27:26, position 1, 26799, 0.0, , 
09:27:31, position 1, -18844, 0.0, , 
09:27:36, position 1, 238705, 0.0, , 
09:27:41, position 1, 640208, 0.0, , 
09:27:46, position 1, -183809, 0.0, , 
09:27:51, position 1, -113011, 0.0, , 
09:27:56, position 1, -209838, 0.0, , 
09:28:01, position 1, -98568, 0.0, , 
09:28:06, position 1, 48911, 0.0, , 
09:28:11, position 1, 171667, 0.0, , 
09:28:16, position 1, 335060, 0.0, , 
09:28:21, position 1, 413389, 0.0, , 
09:28:26, position 1, -23347, 0.0, , 
09:28:31, position 1, -2027, 0.0, , 
09:28:36, position 1, -159993, 0.0, , 
09:28:41, position 1, 427003, 0.0, , 
09:28:46, position 1, 50443, 0.0, , 
09:28:51, position 1, -224445, 0.0, , 
09:28:56, position 1, 7122, 0.0, , 
09:29:01, position 1, -186128, 0.0, , 
09:29:06, position 1, -12732, 0.0, , 
09:29:11, position 1, 90620, 0.0, , 
09:29:16, position 1, 280500, 0.0, , 
09:29:21, position 1, 396944, 0.0, , 
09:29:26, position 1, 13966, 0.0, , 
09:29:31, position 1, 26799, 0.0, , 
09:29:36, position 1, -18844, 0.0, , 
09:29:41, position 1, 238705, 0.0, , 
09:29:46, position 1, 640208, 0.0, , 
09:29:51, position 1, -183809, 0.0, , 
09:29:56, position 1, -113011, 0.0, , 
09:30:01, position 1, -209838, 0.0, , 
09:30:06, position 1, -98568, 0.0, , 
09:30:11, position 1, 48911, 0.0, , 
09:30:16, position 1, 171667, 0.0, , 
09:30:21, position 1, 335060, 0.0, , 
09:30:26, position 1, 413389, 0.0, , 
09:30:31, position 1, -23347, 0.0, , 
09:30:36, position 1, -2027, 0.0, , 
09:30:41, position 1, -159993, 0.0, , 
09:30:46, position 1, 427003, 0.0, , 
09:30:51, position 1, 50443, 0.0, , 
09:30:56, position 1, -224445, 0.0, , 
09:31:01, position 1, 7122, 0.0, , 
09:31:06, position 1, -186128, 0.0, , 
09:31:11, position 1, -12732, 0.0, , 
09:31:16, position 1, 90620, 0.0, , 
09:31:21, position 1, 280500, 0.0, , 
09:31:26, position 1, 396944, 0.0, , 
09:31:31, position 1, 13966, 0.0, , 
09:31:36, position 1, 26799, 0.0, , 
09:31:41, position 1, -18844, 0.0, , 
09:31:46, position 1, 238705, 0.0, , 
09:31:51, position 1, 640208, 0.0, , 
09:31:56, position 1, -183809, 0.0, , 
09:32:01, position 1, -113011, 0.0, , 
09:32:06, position 1, -209838, 0.0, , 
09:32:11, position 1, -98568, 0.0, , 
09:32:16, position 1, 48911, 0.0, , 
09:32:21, position 1, 171667, 0.0, , 
09:32:26, position 1, 335060, 0.0, , 
09:32:31, position 1, 413389, 0.0, , 
09:32:36, position 1, -23347, 0.0, , 
09:32:41, position 1, -2027, 0.0, , 
09:32:46, position 1, -159993, 0.0, , 
09:32:51, position 1, 427003, 0.0, , 
09:32:56, position 1, 50443, 0.0, , 
09:33:01, position 1, -224445, 0.0, , 
09:33:06, position 1, 7122, 0.0, , 
09:33:11, position 1, -186128, 0.0, , 
09:33:16, position 1, -12732, 0.0, , 
09:33:21, position 1, 90620, 0.0, , 
09:33:26, position 1, 280500, 0.0, , 
09:33:31, position 1, 396944, 0.0, , 
09:33:36, position 1, 13966, 0.0, , 
09:33:41, position 1, 26799, 0.0, , 
09:33:46, position 1, -18844, 0.0, , 
09:33:51, position 1, 238705, 0.0, , 
09:33:56, position 1, 640208, 0.0, , 
09:34:01, position 1, -183809, 0.0, , 
09:34:06, position 1, -113011, 0.0, , 
09:34:11, position 1, -209838, 0.0, , 
09:34:16, position 1, -98568, 0.0, , 
09:34:21, position 1, 48911, 0.0, , 
09:34:26, position 1, 171667, 0.0, , 
09:34:31, position 1, 335060, 0.0, , 
09:34:36, position 1, 413389, 0.0, , 
09:34:41, position 1, -23347, 0.0, , 
09:34:46, position 1, -2027, 0.0, , 
09:34:51, position 1, -159993, 0.0, , 
09:34:56, position 1, 427003, 0.0, , 
09:35:01, position 1, 50443, 0.0, , 
09:35:06, position 1, -224445, 0.0, , 
09:35:11, position 1, 7122, 0.0, , 
09:35:16, position 1, -186128, 0.0, , 
09:35:21, position 1, -12732, 0.0, , 
09:35:26, position 1, 90620, 0.0, , 
09:35:31, position 1, 280500, 0.0, , 
09:35:36, position 1, 396944, 0.0, , 
09:35:41, position 1, 13966, 0.0, , 
09:35:46, position 1, 26799, 0.0, , 
09:35:51, position 1, -18844, 0.0, , 
09:35:56, position 1, 238705, 0.0, , 
09:36:01, position 1, 640208, 0.0, , 
09:36:06, position 1, -183809, 0.0, , 
09:36:11, position 1, -113011, 0.0, , 
09:36:16, position 1, -209838, 0.0, , 
09:36:21, position 1, -98568, 0.0, , 
09:36:26, position 1, 48911, 0.0, , 
09:36:31, position 1, 171667, 0.0, , 
09:36:36, position 1, 335060, 0.0, , 
09:36:41, position 1, 413389, 0.0, , 
09:36:46, position 1, -23347, 0.0, , 
09:36:51, position 1, -2027, 0.0, , 
09:36:56, position 1, -159993, 0.0, , 
09:37:01, position 1, 427003, 0.0, , 
09:37:06, position 1, 50443, 0.0, , 
09:37:11, position 1, -224445, 0.0, , 
09:37:16, position 1, 7122, 0.0, , 
09:37:21, position 1, -186128, 0.0, , 
09:37:26, position 1, -12732, 0.0, , 
09:37:31, position 1, 90620, 0.0, , 
09:37:36, position 1, 280500, 0.0, , 
09:37:41, position 1, 396944, 0.0, , 
09:37:46, position 1, 13966, 0.0, , 
09:37:51, position 1, 26799, 0.0, , 
09:37:56, position 1, -18844, 0.0, , 
09:38:01, position 1, 238705, 0.0, , 
09:38:06, position 1, 640208, 0.0, , 
09:38:11, position 1, -183809, 0.0, , 
09:38:16, position 1, -113011, 0.0, , 
09:38:21, position 1, -209838, 0.0, , 
09:38:26, position 1, -98568, 0.0, , 
09:38:31, position 1, 48911, 0.0, , 
09:38:36, position 1, 171667, 0.0, , 
09:38:41, position 1, 335060, 0.0, , 
09:38:46, position 1, 413389, 0.0, , 
09:38:51, position 1, -23347, 0.0, , 
09:38:56, position 1, -2027, 0.0, , 
09:39:01, position 1, -159993, 0.0, , 
09:39:06, position 1, 427003, 0.0, , 
09:39:11, position 1, 50443, 0.0, , 
09:39:16, position 1, -224445, 0.0, , 
09:39:21, position 1, 7122, 0.0, , 
09:39:26, position 1, -186128, 0.0, , 
09:39:31, position 1, -12732, 0.0, , 
09:39:36, position 1, 90620, 0.0, , 
09:39:41, position 1, 280500, 0.0, , 
09:39:46, position 1, 396944, 0.0, , 
09:39:51, position 1, 13966, 0.0, , 
09:39:56, position 1, 26799, 0.0, , 
09:40:01, position 1, -18844, 0.0, , 
09:40:06, position 1, 238705, 0.0, , 
09:40:11, position 1, 640208, 0.0, , 
09:40:16, position 1, -183809, 0.0, , 
09:40:21, position 1, -113011, 0.0, , 
09:40:26, position 1, -209838, 0.0, , 
09:40:31, position 1, -98568, 0.0, , 
09:40:36, position 1, 48911, 0.0, , 
09:40:41, position 1, 171667, 0.0, , 
09:40:46, position 1, 335060, 0.0, , 
09:40:51, position 1, 413389, 0.0, , 
09:40:56, position 1, -23347, 0.0, , 
09:41:01, position 1, -2027, 0.0, , 
09:41:06, position 1, -159993, 0.0, , 
09:41:11, position 1, 427003, 0.0, , 
09:41:16, position 1, 50443, 0.0, , 
09:41:21, position 1, -224445, 0.0, , 
09:41:26, position 1, 7122, 0.0, , 
09:41:31, position 1, -186128, 0.0, , 
09:41:36, position 1, -12732, 0.0, , 
09:41:41, position 1, 90620, 0.0, , 
09:41:46, position 1, 280500, 0.0, , 
09:41:51, position 1, 396944, 0.0, , 
09:41:56, position 1, 13966, 0.0, , 
09:42:01, position 1, 26799, 0.0, , 
09:42:06, position 1, -18844, 0.0, , 
09:42:11, position 1, 238705, 0.0, , 
09:42:16, position 1, 640208, 0.0, , 
09:42:21, position 1, -183809, 0.0, , 
09:42:26, position 1, -113011, 0.0, , 
09:42:31, position 1, -209838, 0.0, , 
09:42:36, position 1, -98568, 0.0, , 
09:42:41, position 1, 48911, 0.0, , 
09:42:46, position 1, 171667, 0.0, , 
09:42:51, position 1, 335060, 0.0, , 
09:42:56, position 1, 413389, 0.0, , 
09:43:01, position 1, -23347, 0.0, , 
09:43:06, position 1, -2027, 0.0, , 
09:43:11, position 1, -159993, 0.0, , 
09:43:16, position 1, 427003, 0.0, , 
09:43:21, position 1, 50443, 0.0, , 
09:43:26, position 1, -224445, 0.0, , 
09:43:31, position 1, 7122, 0.0, , 
09:43:36, position 1, -186128, 0.0, , 
09:43:41, position 1, -12732, 0.0, , 
09:43:46, position 1, 90620, 0.0, , 
09:43:51, position 1, 280500, 0.0, , 
09:43:56, position 1, 396944, 0.0, , 
09:44:01, position 1, 13966, 0.0, , 
09:44:06, position 1, 26799, 0.0, , 
09:44:11, position 1, -18844, 0.0, , 
09:44:16, position 1, 238705, 0.0, , 
09:44:21, position 1, 640208, 0.0, , 
09:44:26, position 1, -183809, 0.0, , 
09:44:31, position 1, -113011, 0.0, , 
09:44:36, position 1, -209838, 0.0, , 
09:44:41, position 1, -98568, 0.0, , 
09:44:46, position 1, 48911, 0.0, , 
09:44:51, position 1, 171667, 0.0, , 
09:44:56, position 1, 335060, 0.0, , 
09:45:01, position 1, 413389, 0.0, , 
09:45:06, position 1, -23347, 0.0, , 
09:45:11, position 1, -2027, 0.0, , 
09:45:16, position 1, -159993, 0.0, , 
09:45:21, position 1, 427003, 0.0, , 
09:45:26, position 1, 50443, 0.0, , 
09:45:31, position 1, -224445, 0.0, , 
09:45:36, position 1, 7122, 0.0, , 
09:45:41, position 1, -186128, 0.0, , 
09:45:46, position 1, -12732, 0.0, , 
09:45:51, position 1, 90620, 0.0, , 
09:45:56, position 1, 280500, 0.0, , 
09:46:01, position 1, 396944, 0.0, , 
09:46:06, position 1, 13966, 0.0, , 
09:46:11, position 1, 26799, 0.0, , 
09:46:16, position 1, -18844, 0.0, , 
09:46:21, position 1, 238705, 0.0, , 
09:46:26, position 1, 640208, 0.0, , 
09:46:31, position 1, -183809, 0.0, , 
09:46:36, position 1, -113011, 0.0, , 
09:46:41, position 1, -209838, 0.0, , 
09:46:46, position 1, -98568, 0.0, , 
09:46:51, position 1, 48911, 0.0, , 
09:46:56, position 1, 171667, 0.0, , 
09:47:01, position 1, 335060, 0.0, , 
09:47:06, position 1, 413389, 0.0, , 
09:47:11, position 1, -23347, 0.0, , 
09:47:16, position 1, -2027, 0.0, , 
09:47:21, position 1, -159993, 0.0, , 
09:47:26, position 1, 427003, 0.0, , 
09:47:31, position 1, 50443, 0.0, , 
09:47:36, position 1, -224445, 0.0, , 
09:47:41, position 1, 7122, 0.0, , 
09:47:46, position 1, -186128, 0.0, , 
09:47:51, position 1, -12732, 0.0, , 
09:47:56, position 1, 90620, 0.0, , 
09:48:01, position 1, 280500, 0.0, , 
09:48:06, position 1, 396944, 0.0, , 
09:48:11, position 1, 13966, 0.0, , 
09:48:16, position 1, 26799, 0.0, , 
09:48:21, position 1, -18844, 0.0, , 
09:48:26, position 1, 238705, 0.0, , 
09:48:31, position 1, 640208, 0.0, , 
09:48:36, position 1, -183809, 0.0, , 
09:48:41, position 1, -113011, 0.0, , 
09:48:46, position 1, -209838, 0.0, , 
09:48:51, position 1, -98568, 0.0, , 
09:48:56, position 1, 48911, 0.0, , 
09:49:01, position 1, 171667, 0.0, , 
09:49:06, position 1, 335060, 0.0, , 
09:49:11, position 1, 413389, 0.0, , 
09:49:16, position 1, -23347, 0.0, , 
09:49:21, position 1, -2027, 0.0, , 
09:49:26, position 1, -159993, 0.0, , 
09:49:31, position 1, 427003, 0.0, , 
09:49:36, position 1, 50443, 0.0, , 
09:49:41, position 1, -224445, 0.0, , 
09:49:46, position 1, 7122, 0.0, , 
09:49:51, position 1, -186128, 0.0, , 
09:49:56, position 1, -12732, 0.0, , 
09:50:01, position 1, 90620, 0.0, , 
09:50:06, position 1, 280500, 0.0, , 
09:50:11, position 1, 396944, 0.0, , 
09:50:16, position 1, 13966, 0.0, , 
09:50:21, position 1, 26799, 0.0, , 
09:50:26, position 1, -18844, 0.0, , 
09:50:31, position 1, 238705, 0.0, , 
09:50:36, position 1, 640208, 0.0, , 
09:50:41, position 1, -183809, 0.0, , 
09:50:46, position 1, -113011, 0.0, , 
09:50:51, position 1, -209838, 0.0, , 
09:50:56, position 1, -98568, 0.0, , 
09:51:01, position 1, 48911, 0.0, , 
09:51:06, position 1, 171667, 0.0, , 
09:51:11, position 1, 335060, 0.0, , 
09:51:16, position 1, 413389, 0.0, , 
09:51:21, position 1, -23347, 0.0, , 
09:51:26, position 1, -2027, 0.0, , 
09:51:31, position 1, -159993, 0.0, , 
09:51:36, position 1, 427003, 0.0, , 
09:51:41, position 1, 50443, 0.0, , 
09:51:46, position 1, -224445, 0.0, , 
09:51:51, position 1, 7122, 0.0, , 
09:51:56, position 1, -186128, 0.0, , 
09:52:01, position 1, -12732, 0.0, , 
09:52:06, position 1, 90620, 0.0, , 
09:52:11, position 1, 280500, 0.0, , 
09:52:16, position 1, 396944, 0.0, , 
09:52:21, position 1, 13966, 0.0, , 
09:52:26, position 1, 26799, 0.0, , 
09:52:31, position 1, -18844, 0.0, , 
09:52:36, position 1, 238705, 0.0, , 
09:52:41, position 1, 640208, 0.0, , 
09:52:46, position 1, -183809, 0.0, , 
09:52:51, position 1, -113011, 0.0, , 
09:52:56, position 1, -209838, 0.0, , 
09:53:01, position 1, -98568, 0.0, , 
09:53:06, position 1, 48911, 0.0, , 
09:53:11, position 1, 171667, 0.0, , 
09:53:16, position 1, 335060, 0.0, , 
09:53:21, position 1, 413389, 0.0, , 
09:53:26, position 1, -23347, 0.0, , 
09:53:31, position 1, -2027, 0.0, , 
09:53:36, position 1, -159993, 0.0, , 
09:53:41, position 1, 427003, 0.0, , 
09:53:46, position 1, 50443, 0.0, , 
09:53:51, position 1, -224445, 0.0, , 
09:53:56, position 1, 7122, 0.0, , 
09:54:01, position 1, -186128, 0.0, , 
09:54:06, position 1, -12732, 0.0, , 
09:54:11, position 1, 90620, 0.0, , 
09:54:16, position 1, 280500, 0.0, , 
09:54:21, position 1, 396944, 0.0, , 
09:54:26, position 1, 13966, 0.0, , 
09:54:31, position 1, 26799, 0.0, , 
09:54:36, position 1, -18844, 0.0, , 
09:54:41, position 1, 238705, 0.0, , 
09:54:46, position 1, 640208, 0.0, , 
09:54:51, position 1, -183809, 0.0, , 
09:54:56, position 1, -113011, 0.0, , 
09:55:01, position 1, -209838, 0.0, , 
09:55:06, position 1, -98568, 0.0, , 
09:55:11, position 1, 48911, 0.0, , 
09:55:16, position 1, 171667, 0.0, , 
09:55:21, position 1, 335060, 0.0, , 
09:55:26, position 1, 413389, 0.0, , 
09:55:31, position 1, -23347, 0.0, , 
09:55:36, position 1, -2027, 0.0, , 
09:55:41, position 1, -159993, 0.0, , 
09:55:46, position 1, 427003, 0.0, , 
09:55:51, position 1, 50443, 0.0, , 
09:55:56, position 1, -224445, 0.0, , 
09:56:01, position 1, 7122, 0.0, , 
09:56:06, position 1, -186128, 0.0, , 
09:56:11, position 1, -12732, 0.0, , 
09:56:16, position 1, 90620, 0.0, , 
09:56:21, position 1, 280500, 0.0, , 
09:56:26, position 1, 396944, 0.0, , 
09:56:31, position 1, 13966, 0.0, , 
09:56:36, position 1, 26799, 0.0, , 
09:56:41, position 1, -18844, 0.0, , 
09:56:46, position 1, 238705, 0.0, , 
09:56:51, position 1, 640208, 0.0, , 
09:56:56, position 1, -183809, 0.0, , 
09:57:01, position 1, -113011, 0.0, , 
09:57:06, position 1, -209838, 0.0, , 
09:57:11, position 1, -98568, 0.0, , 
09:57:16, position 1, 48911, 0.0, , 
09:57:21, position 1, 171667, 0.0, , 
09:57:26, position 1, 335060, 0.0, , 
09:57:31, position 1, 413389, 0.0, , 
09:57:36, position 1, -23347, 0.0, , 
09:57:41, position 1, -2027, 0.0, , 
09:57:46, position 1, -159993, 0.0, , 
09:57:51, position 1, 427003, 0.0, , 
09:57:56, position 1, 50443, 0.0, , 
09:58:01, position 1, -224445, 0.0, , 
09:58:06, position 1, 7122, 0.0, , 
09:58:11, position 1, -186128, 0.0, , 
09:58:16, position 1, -12732, 0.0, , 
09:58:21, position 1, 90620, 0.0, , 
09:58:26, position 1, 280500, 0.0, , 
09:58:31, position 1, 396944, 0.0, , 
09:58:36, position 1, 13966, 0.0, , 
09:58:41, position 1, 26799, 0.0, , 
09:58:46, position 1, -18844, 0.0, , 
09:58:51, position 1, 238705, 0.0, , 
09:58:56, position 1, 640208, 0.0, , 
09:59:01, position 1, -183809, 0.0, , 
09:59:06, position 1, -113011, 0.0, , 
09:59:11, position 1, -209838, 0.0, , 
09:59:16, position 1, -98568, 0.0, , 
09:59:21, position 1, 48911, 0.0, , 
09:59:26, position 1, 171667, 0.0, , 
09:59:31, position 1, 335060, 0.0, , 
09:59:36, position 1, 413389, 0.0, , 
09:59:41, position 1, -23347, 0.0, , 
09:59:46, position 1, -2027, 0.0, , 
09:59:51, position 1, -159993, 0.0, , 
09:59:56, position 1, 427003, 0.0, , 
10:00:01, position 1, 50443, 0.0, , 
10:00:06, position 1, -224445, 0.0, , 
10:00:11, position 1, 7122, 0.0, , 
10:00:16, position 1, -186128, 0.0, , 
10:00:21, position 1, -12732, 0.0, , 
10:00:26, position 1, 90620, 0.0, , 
10:00:31, position 1, 280500, 0.0, , 
10:00:36, position 1, 396944, 0.0, , 
10:00:41, position 1, 13966, 0.0, , 
10:00:46, position 1, 26799, 0.0, , 
10:00:51, position 1, -18844, 0.0, , 
10:00:56, position 1, 238705, 0.0, , 
10:01:01, position 1, 640208, 0.0, , 
10:01:06, position 1, -183809, 0.0, , 
10:01:11, position 1, -113011, 0.0, , 
10:01:16, position 1, -209838, 0.0, , 
10:01:21, position 1, -98568, 0.0, , 
10:01:26, position 1, 48911, 0.0, , 
10:01:31, position 1, 171667, 0.0, , 
10:01:36, position 1, 335060, 0.0, , 
10:01:41, position 1, 413389, 0.0, , 
10:01:46, position 1, -23347, 0.0, , 
10:01:51, position 1, -2027, 0.0, , 
10:01:56, position 1, -159993, 0.0, , 
10:02:01, position 1, 427003, 0.0, , 
10:02:06, position 1, 50443, 0.0, , 
10:02:11, position 1, -224445, 0.0, , 
10:02:16, position 1, 7122, 0.0, , 
10:02:21, position 1, -186128, 0.0, , 
10:02:26, position 1, -12732, 0.0, , 
10:02:31, position 1, 90620, 0.0, , 
10:02:36, position 1, 280500, 0.0, , 
10:02:41, position 1, 396944, 0.0, , 
10:02:46, position 1, 13966, 0.0, , 
10:02:51, position 1, 26799, 0.0, , 
10:02:56, position 1, -18844, 0.0, , 
10:03:01, position 1, 238705, 0.0, , 
10:03:06, position 1, 640208, 0.0, , 
10:03:11, position 1, -183809, 0.0, , 
10:03:16, position 1, -113011, 0.0, , 
10:03:21, position 1, -209838, 0.0, , 
10:03:26, position 1, -98568, 0.0, , 
10:03:31, position 1, 48911, 0.0, , 
10:03:36, position 1, 171667, 0.0, , 
10:03:41, position 1, 335060, 0.0, , 
10:03:46, position 1, 413389, 0.0, , 
10:03:51, position 1, -23347, 0.0, , 
10:03:56, position 1, -2027, 0.0, , 
10:04:01, position 1, -159993, 0.0, , 
10:04:06, position 1, 427003, 0.0, , 
10:04:11, position 1, 50443, 0.0, , 
10:04:16, position 1, -224445, 0.0, , 
10:04:21, position 1, 7122, 0.0, , 
10:04:26, position 1, -186128, 0.0, , 
10:04:31, position 1, -12732, 0.0, , 
10:04:36, position 1, 90620, 0.0, , 
10:04:41, position 1, 280500, 0.0, , 
10:04:46, position 1, 396944, 0.0, , 
10:04:51, position 1, 13966, 0.0, , 
10:04:56, position 1, 26799, 0.0, , 
10:05:01, position 1, -18844, 0.0, , 
10:05:06, position 1, 238705, 0.0, , 
10:05:11, position 1, 640208, 0.0, , 
10:05:16, position 1, -183809, 0.0, , 
10:05:21, position 1, -113011, 0.0, , 
10:05:26, position 1, -209838, 0.0, , 
10:05:31, position 1, -98568, 0.0, , 
10:05:36, position 1, 48911, 0.0, , 
10:05:41, position 1, 171667, 0.0, , 
10:05:46, position 1, 335060, 0.0, , 
10:05:51, position 1, 413389, 0.0, , 
10:05:56, position 1, -23347, 0.0, , 
10:06:01, position 1, -2027, 0.0, , 
10:06:06, position 1, -159993, 0.0, , 
10:06:11, position 1, 427003, 0.0, , 
10:06:16, position 1, 50443, 0.0, , 
10:06:21, position 1, -224445, 0.0, , 
10:06:26, position 1, 7122, 0.0, , 
10:06:31, position 1, -186128, 0.0, , 
10:06:36, position 1, -12732, 0.0, , 
10:06:41, position 1, 90620, 0.0, , 
10:06:46, position 1, 280500, 0.0, , 
10:06:51, position 1, 396944, 0.0, , 
10:06:56, position 1, 13966, 0.0, , 
10:07:01, position 1, 26799, 0.0, , 
10:07:06, position 1, -18844, 0.0, , 
10:07:11, position 1, 238705, 0.0, , 
10:07:16, position 1, 640208, 0.0, , 
10:07:21, position 1, -183809, 0.0, , 
10:07:26, position 1, -113011, 0.0, , 
10:07:31, position 1, -209838, 0.0, , 
10:07:36, position 1, -98568, 0.0, , 
10:07:41, position 1, 48911, 0.0, , 
10:07:46, position 1, 171667, 0.0, , 
10:07:51, position 1, 335060, 0.0, , 
10:07:56, position 1, 413389, 0.0, , 
10:08:01, position 1, -23347, 0.0, , 
10:08:06, position 1, -2027, 0.0, , 
10:08:11, position 1, -159993, 0.0, , 
10:08:16, position 1, 427003, 0.0, , 
10:08:21, position 1, 50443, 0.0, , 
10:08:26, position 1, -224445, 0.0, , 
10:08:31, position 1, 7122, 0.0, , 
10:08:36, position 1, -186128, 0.0, , 
10:08:41, position 1, -12732, 0.0, , 
10:08:46, position 1, 90620, 0.0, , 
10:08:51, position 1, 280500, 0.0, , 
10:08:56, position 1, 396944, 0.0, , 
10:09:01, position 1, 13966, 0.0, , 
10:09:06, position 1, 26799, 0.0, , 
10:09:11, position 1, -18844, 0.0, , 
10:09:16, position 1, 238705, 0.0, , 
10:09:21, position 1, 640208, 0.0, , 
10:09:26, position 1, -183809, 0.0, , 
10:09:31, position 1, -113011, 0.0, , 
10:09:36, position 1, -209838, 0.0, , 
10:09:41, position 1, -98568, 0.0, , 
10:09:46, position 1, 48911, 0.0, , 
10:09:51, position 1, 171667, 0.0, , 
10:09:56, position 1, 335060, 0.0, , 
10:10:01, position 1, 413389, 0.0, , 
10:10:06, position 1, -23347, 0.0, , 
10:10:11, position 1, -2027, 0.0, , 
10:10:16, position 1, -159993, 0.0, , 
10:10:21, position 1, 427003, 0.0, , 
10:10:26, position 1, 50443, 0.0, , 
10:10:31, position 1, -224445, 0.0, , 
10:10:36, position 1, 7122, 0.0, , 
10:10:41, position 1, -186128, 0.0, , 
10:10:46, position 1, -12732, 0.0, , 
10:10:51, position 1, 90620, 0.0, , 
10:10:56, position 1, 280500, 0.0, , 
10:11:01, position 1, 396944, 0.0, , 
10:11:06, position 1, 13966, 0.0, , 
10:11:11, position 1, 26799, 0.0, , 
10:11:16, position 1, -18844, 0.0, , 
10:11:21, position 1, 238705, 0.0, , 
10:11:26, position 1, 640208, 0.0, , 
10:11:31, position 1, -183809, 0.0, , 
10:11:36, position 1, -113011, 0.0, , 
10:11:41, position 1, -209838, 0.0, , 
10:11:46, position 1, -98568, 0.0, , 
10:11:51, position 1, 48911, 0.0, , 
10:11:56, position 1, 171667, 0.0, , 
10:12:01, position 1, 335060, 0.0, , 
10:12:06, position 1, 413389, 0.0, , 
10:12:11, position 1, -23347, 0.0, , 
10:12:16, position 1, -2027, 0.0, , 
10:12:21, position 1, -159993, 0.0, , 
10:12:26, position 1, 427003, 0.0, , 
10:12:31, position 1, 50443, 0.0, , 
10:12:36, position 1, -224445, 0.0, , 
10:12:41, position 1, 7122, 0.0, , 
